cycle,rOM,dOM,sOM
42,39.0,60.950000000000024,731.7889999999999
43,2.0,0.0,49.04
43,71.8,97.1,186.12999999999997
43,39.0,52.91000000000001,719.3089999999999
44,2.0,0.0,48.2
44,61.4,100.30000000000001,188.71
44,39.0,45.71000000000001,705.9290000000002
45,2.0,0.0,47.36
45,57.5,98.30000000000001,191.28999999999996
45,39.0,38.92999999999999,692.2490000000001
46,2.0,0.0,46.519999999999996
46,51.0,95.95,195.135
46,39.0,33.53,677.2299999999997
47,2.0,0.0,45.68
47,43.2,94.75,199.137
47,39.0,28.129999999999995,663.2049999999996
48,2.0,0.0,44.84
48,36.7,92.25,203.93700000000004
48,39.0,22.729999999999997,655.1649999999995
49,2.0,0.0,44.0
49,31.5,88.45,208.73700000000002
49,39.0,17.33,647.1249999999997
50,2.0,0.0,43.16
50,26.3,84.64999999999999,213.537
50,39.0,12.769999999999998,638.3349999999996
51,2.0,0.0,42.32
51,19.8,80.86,219.68700000000004
51,39.0,9.169999999999998,628.4949999999997
52,2.0,0.0,41.480000000000004
52,12.0,78.00999999999999,226.13699999999997
52,39.0,6.109999999999998,618.2049999999996
53,2.0,0.0,40.64
53,12.0,68.05,231.987
53,39.0,4.309999999999998,606.5649999999995
54,2.0,0.0,39.8
54,12.0,59.2,236.63700000000003
54,39.0,2.5100000000000002,594.9249999999997
55,2.0,0.0,38.96
55,12.0,53.74,237.987
55,39.0,0.7100000000000002,583.2849999999996
56,2.0,0.0,38.120000000000005
56,12.0,48.34,239.187
56,39.0,0.3200000000000002,570.2949999999996
57,2.0,0.0,37.28
57,12.0,42.940000000000005,240.387
57,39.0,0.3200000000000002,557.0019999999996
58,2.0,0.0,36.44
58,12.0,37.54,241.58700000000005
58,39.0,0.3200000000000002,543.9819999999997
59,2.0,0.0,35.6
59,12.0,32.59,242.33700000000002
59,39.0,0.3200000000000002,530.9619999999998
60,2.0,0.0,34.76
60,12.0,28.990000000000002,242.00300000000001
60,39.0,0.3200000000000002,518.2079999999996
0,120.0,0.0,0.0
1,116.1,0.03000000000000003,3.0
2,108.3,2.88,6.6899999999999995
3,100.5,5.28,10.83
4,92.7,7.68,14.97
5,84.9,10.08,19.11
6,81.0,8.58,23.25
7,74.5,8.030000000000001,28.655
8,66.69999999999999,10.879999999999999,31.924999999999997
9,58.900000000000006,16.880000000000006,32.045
10,51.1,22.880000000000006,32.165
11,43.3,28.880000000000006,32.285
12,35.5,34.879999999999995,32.404999999999994
13,27.700000000000003,40.879999999999995,32.525
14,21.2,46.879999999999995,32.645
15,17.3,47.69,33.765
16,9.5,52.04,35.115
17,2.9999999999999996,56.239999999999995,36.615
18,2.9999999999999996,52.64,38.115
19,2.9999999999999996,49.03999999999999,39.615
20,2.9999999999999996,45.44,41.114999999999995
21,2.9999999999999996,42.07999999999999,42.464999999999996
22,2.9999999999999996,40.279999999999994,42.165000000000006
23,2.9999999999999996,38.48,41.865
24,2.9999999999999996,36.67999999999999,41.565
25,2.9999999999999996,34.879999999999995,41.26499999999999
26,2.9999999999999996,33.07999999999999,40.965
27,2.9999999999999996,31.280000000000005,40.665
28,2.9999999999999996,29.480000000000004,40.365
29,2.9999999999999996,27.680000000000003,40.065
30,2.9999999999999996,25.880000000000006,39.76500000000001
31,2.9999999999999996,24.080000000000005,39.465
32,2.9999999999999996,22.280000000000005,40.13100000000001
33,2.9999999999999996,20.480000000000004,41.09100000000001
34,2.9999999999999996,18.680000000000003,42.051
35,2.9999999999999996,16.880000000000006,43.011
36,2.9999999999999996,15.08,43.971000000000004
37,2.9999999999999996,13.28,44.931000000000004
38,2.9999999999999996,11.479999999999999,45.891000000000005
39,2.9999999999999996,9.68,46.851
40,2.9999999999999996,7.879999999999999,47.81100000000001
41,2.9999999999999996,6.079999999999999,48.77100000000001
42,2.9999999999999996,4.279999999999999,49.731
43,2.9999999999999996,2.4799999999999995,50.95700000000001
44,2.9999999999999996,0.68,52.33700000000001
45,2.9999999999999996,0.05000000000000001,52.66700000000001
46,2.9999999999999996,0.05000000000000001,52.24700000000001
47,2.9999999999999996,0.05000000000000001,51.827000000000005
48,2.9999999999999996,0.05000000000000001,51.40700000000001
49,2.9999999999999996,0.05000000000000001,50.98700000000001
50,2.9999999999999996,0.05000000000000001,50.56700000000001
51,2.9999999999999996,0.05000000000000001,50.147000000000006
52,2.9999999999999996,0.05000000000000001,49.72700000000001
53,2.9999999999999996,0.05000000000000001,49.30700000000001
54,2.9999999999999996,0.05000000000000001,48.88700000000001
55,2.9999999999999996,0.05000000000000001,48.467000000000006
56,2.9999999999999996,0.05000000000000001,48.047000000000004
57,2.9999999999999996,0.05000000000000001,47.62700000000001
58,2.9999999999999996,0.05000000000000001,47.20700000000001
59,2.9999999999999996,0.05000000000000001,46.787000000000006
60,2.9999999999999996,0.05000000000000001,46.367000000000004
0,120.0,0.0,0.0
1,116.1,0.01499999999999999,3.0
2,108.3,2.8649999999999998,6.6899999999999995
3,100.5,5.265,10.83
4,92.7,7.665000000000001,14.97
5,84.9,10.065,19.11
6,81.0,8.565,23.25
7,74.5,8.014999999999999,28.655
8,66.69999999999999,10.865000000000002,31.924999999999997
9,58.900000000000006,16.865,32.045
10,51.1,22.865,32.165
11,43.3,28.865,32.285
12,35.5,34.86500000000001,32.404999999999994
13,27.700000000000003,40.86500000000001,32.525
14,21.2,46.86500000000001,32.645
15,17.3,47.67,33.765
16,9.5,52.02000000000001,35.115
17,2.9999999999999996,56.220000000000006,36.615
18,2.9999999999999996,52.620000000000005,38.115
19,2.9999999999999996,49.02,39.615
20,2.9999999999999996,45.42000000000001,41.114999999999995
21,2.9999999999999996,42.07,42.464999999999996
22,2.9999999999999996,40.27,42.165000000000006
23,2.9999999999999996,38.470000000000006,41.865
24,2.9999999999999996,36.67,41.565
25,2.9999999999999996,34.870000000000005,41.26499999999999
26,2.9999999999999996,33.07,40.965
27,2.9999999999999996,31.27,40.665
28,2.9999999999999996,29.47,40.365
29,2.9999999999999996,27.669999999999998,40.065
30,2.9999999999999996,25.87,39.76500000000001
31,2.9999999999999996,24.07,39.465
32,2.9999999999999996,22.27,40.125
33,2.9999999999999996,20.47,41.085
34,2.9999999999999996,18.669999999999998,42.045
35,2.9999999999999996,16.87,43.005
36,2.9999999999999996,15.070000000000002,43.964999999999996
37,2.9999999999999996,13.270000000000001,44.925
38,2.9999999999999996,11.47,45.885000000000005
39,2.9999999999999996,9.670000000000002,46.845
40,2.9999999999999996,7.869999999999999,47.805
41,2.9999999999999996,6.069999999999999,48.765
42,2.9999999999999996,4.27,49.724999999999994
43,2.9999999999999996,2.4699999999999998,50.945
44,2.9999999999999996,0.67,52.325
45,2.9999999999999996,0.01999999999999999,52.655
46,2.9999999999999996,0.01999999999999999,52.235
47,2.9999999999999996,0.01999999999999999,51.815
48,2.9999999999999996,0.01999999999999999,51.395
49,2.9999999999999996,0.01999999999999999,50.975
50,2.9999999999999996,0.01999999999999999,50.555
51,2.9999999999999996,0.01999999999999999,50.135
52,2.9999999999999996,0.01999999999999999,49.715
53,2.9999999999999996,0.01999999999999999,49.295
54,2.9999999999999996,0.01999999999999999,48.875
55,2.9999999999999996,0.01999999999999999,48.455
56,2.9999999999999996,0.01999999999999999,48.035
57,2.9999999999999996,0.01999999999999999,47.615
58,2.9999999999999996,0.01999999999999999,47.195
59,2.9999999999999996,0.01999999999999999,46.775
60,2.9999999999999996,0.01999999999999999,46.355
0,600.0,0.0,0.0
0,1560.0,0.0,0.0
0,320.0,0.0,0.0
1,314.8,0.01999999999999999,4.0
1,589.6,0.03999999999999998,8.0
1,1522.3000000000004,0.14500000000000005,29.0
2,304.4,3.82,8.92
2,568.8000000000001,7.64,17.84
2,1446.9,27.69499999999998,64.66999999999996
3,294.0,7.02,14.44
3,548.0,14.039999999999996,28.88
3,1371.5,50.89500000000001,104.69
4,283.6,10.22,19.96
4,527.1999999999999,20.44,39.92000000000001
4,1296.1,74.09500000000003,144.70999999999998
5,273.20000000000005,13.42,25.48
5,506.4000000000001,26.84,50.959999999999994
5,1228.4999999999998,92.09500000000001,184.73000000000008
6,266.7,12.72,31.0
6,485.5999999999999,33.24,62.0
6,1158.3000000000004,108.44500000000002,226.015
7,261.5,10.72,36.52
7,464.80000000000007,39.63999999999999,73.04
7,1084.2,133.095,262.67999999999995
8,251.1,14.669999999999998,41.29
8,444.0,46.040000000000006,84.08
8,1023.1,154.34499999999994,296.01
9,240.70000000000002,19.67,45.010000000000005
9,427.0999999999999,47.245,96.12
9,964.5999999999998,164.45500000000004,330.8899999999998
10,230.3,24.67,48.72999999999999
10,406.30000000000007,51.995000000000005,108.38999999999999
10,889.2,190.055,366.83000000000004
11,219.9,29.67,52.449999999999996
11,385.49999999999994,56.59499999999999,120.81000000000002
11,815.0999999999999,215.055,403.36999999999995
12,209.49999999999997,34.67,56.17
12,364.7000000000001,64.095,130.53
12,751.4000000000001,231.15499999999994,436.80999999999995
13,199.1,39.67,59.89
13,343.9,72.29500000000002,139.35000000000002
13,687.6999999999999,254.55499999999998,468.91000000000014
14,188.70000000000002,44.67,63.61
14,323.0999999999999,80.495,148.17
14,625.2999999999998,267.005,503.42500000000007
15,182.20000000000002,47.07,67.33000000000001
15,302.30000000000007,88.695,156.99
15,551.2,289.405,539.635
16,174.4,47.82,72.315
16,289.3,89.095,165.81
16,504.40000000000003,290.2049999999999,575.395
17,165.29999999999998,48.425000000000004,78.415
17,282.8,79.11500000000001,178.63000000000002
17,454.99999999999994,276.00499999999994,621.52
18,160.1,46.075,84.745
18,272.4,70.315,192.37
18,391.29999999999995,275.8549999999999,666.5249999999997
19,151.0,44.525,92.49
19,259.4,63.515,206.71
19,335.4,268.65999999999997,708.745
20,140.6,45.675000000000004,98.85
20,241.20000000000002,61.915000000000006,221.04999999999995
20,278.19999999999993,271.15999999999997,748.9450000000002
21,130.2,47.074999999999996,104.91
21,220.4,62.91499999999999,235.39
21,237.89999999999998,257.30999999999983,788.6949999999998
22,119.8,49.225,110.22
22,200.89999999999998,63.91500000000001,249.72999999999996
22,210.6,228.85999999999993,826.0449999999998
23,109.39999999999999,54.175,112.82999999999998
23,189.2,65.66499999999998,256.97
23,187.2,207.95999999999995,849.7599999999995
24,105.5,55.275,115.29
24,173.6,67.16499999999998,264.8399999999999
24,152.09999999999997,198.7099999999999,872.3199999999999
25,96.4,57.325,119.015
25,152.8,74.81499999999998,271.74
25,111.8,196.61499999999992,892.7300000000002
26,86.0,60.525,122.855
26,146.3,74.36499999999998,277.59000000000003
26,83.19999999999999,194.26499999999993,911.5699999999999
27,82.1,55.725,127.84499999999997
27,126.8,81.41499999999996,283.35499999999996
27,78.0,173.5149999999999,925.8200000000003
28,71.7,57.125,133.065
28,106.0,89.61499999999998,289.235
28,52.0,166.81499999999986,937.05
29,61.3,58.525,138.285
29,85.2,97.81499999999998,295.115
29,39.0,151.56499999999986,944.7600000000001
30,50.9,59.925000000000004,143.50500000000002
30,76.10000000000001,99.515,300.995
30,39.0,125.16499999999994,949.32
31,40.5,62.97500000000001,147.075
31,56.599999999999994,106.86499999999998,306.03999999999996
31,39.0,101.17000000000003,951.6300000000001
32,32.699999999999996,66.17500000000001,150.815
32,43.6,110.66499999999998,308.19999999999993
32,39.0,83.62000000000005,947.3399999999998
33,30.1,63.32500000000001,153.005
33,37.1,106.86999999999995,311.06000000000006
33,39.0,67.42000000000009,941.6999999999999
34,24.9,63.12500000000001,155.04500000000002
34,26.7,106.61999999999995,314.15000000000003
34,39.0,51.2200000000001,936.0600000000003
35,19.7,64.17500000000001,155.885
35,15.000000000000002,107.51999999999995,317.38999999999993
35,39.0,37.92000000000004,927.72
36,14.5,65.775,156.125
36,15.000000000000002,96.76999999999997,320.6300000000001
36,39.0,27.37999999999996,916.9100000000001
37,9.3,67.375,156.365
37,15.000000000000002,88.71999999999996,321.17
37,39.0,21.02999999999996,902.29
38,8.0,66.375,156.605
38,15.000000000000002,81.51999999999997,320.80999999999995
38,39.0,17.07999999999996,885.36
39,8.0,62.77500000000001,156.845
39,15.000000000000002,76.46999999999994,318.4999999999999
39,39.0,13.480000000000032,868.3799999999999
40,8.0,59.17500000000001,157.08500000000004
40,15.000000000000002,72.86999999999995,314.5400000000001
40,39.0,11.030000000000033,850.3500000000003
41,8.0,55.57500000000002,157.325
41,15.000000000000002,69.26999999999995,310.58
41,39.0,9.230000000000032,831.5699999999999
42,8.0,53.42500000000001,156.215
42,15.000000000000002,65.66999999999994,306.61999999999995
42,39.0,7.429999999999996,812.7899999999998
43,8.0,51.625000000000014,154.68
43,15.000000000000002,62.07000000000003,302.6600000000001
43,39.0,5.629999999999996,794.0100000000001
44,8.0,49.82500000000001,153.54
44,15.000000000000002,58.47000000000002,298.70000000000005
44,39.0,3.8299999999999956,775.23
45,8.0,48.02500000000001,152.39999999999998
45,15.000000000000002,54.870000000000026,294.73999999999995
45,39.0,2.029999999999996,756.7100000000002
46,8.0,46.225000000000016,151.26
46,15.000000000000002,51.27000000000003,290.7799999999999
46,39.0,0.22999999999999984,738.3699999999997
47,8.0,44.42500000000001,150.12
47,15.000000000000002,47.67000000000003,286.86
47,39.0,0.22999999999999984,718.6899999999998
48,8.0,42.625000000000014,148.98000000000002
48,15.000000000000002,44.07000000000003,283.79
48,39.0,0.22999999999999984,700.21
49,8.0,40.82500000000001,147.84
49,15.000000000000002,40.470000000000034,281.09
49,39.0,0.22999999999999984,681.73
50,8.0,39.02500000000001,146.7
50,15.000000000000002,36.870000000000026,278.39
50,39.0,0.22999999999999984,663.2500000000001
51,8.0,37.225000000000016,145.56
51,15.000000000000002,33.270000000000024,275.92
51,39.0,0.22999999999999984,645.4599999999999
52,8.0,35.42500000000001,144.42
52,15.000000000000002,29.669999999999987,273.64
52,39.0,0.22999999999999984,628.2400000000001
53,8.0,33.625000000000014,143.28
53,15.000000000000002,26.06999999999999,271.36000000000007
53,39.0,0.22999999999999984,611.25
54,8.0,31.824999999999996,142.14
54,15.000000000000002,22.61999999999999,268.92999999999995
54,39.0,0.22999999999999984,594.4499999999999
55,8.0,30.024999999999995,141.0
55,15.000000000000002,20.81999999999999,264.85
55,39.0,0.22999999999999984,577.6500000000001
56,8.0,28.224999999999994,139.86
56,15.000000000000002,19.01999999999999,260.77
56,39.0,0.22999999999999984,560.8499999999999
57,8.0,26.424999999999994,138.72
57,15.000000000000002,17.219999999999988,256.89
57,39.0,0.22999999999999984,544.5699999999999
58,8.0,24.624999999999996,137.57999999999998
58,15.000000000000002,15.420000000000009,253.46000000000004
58,39.0,0.22999999999999984,528.61
59,8.0,22.824999999999996,136.705
59,15.000000000000002,13.62000000000001,250.22
59,39.0,0.22999999999999984,512.65
60,8.0,21.024999999999995,135.98499999999999
60,15.000000000000002,11.82000000000001,246.98000000000002
60,39.0,0.22999999999999984,496.69000000000005
0,1560.0,0.0,0.0
1,1522.3000000000004,0.14500000000000005,29.0
2,1446.9,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.1,74.09500000000003,144.70999999999998
5,1220.6999999999998,97.295,184.73000000000008
6,1149.2000000000003,116.59500000000001,224.75
7,1076.4,136.845,266.0349999999999
8,1008.8,151.19499999999994,306.33499999999987
9,954.2,150.21500000000003,347.7149999999998
10,883.9999999999999,164.865,388.6649999999999
11,813.8,184.165,426.16499999999985
12,744.9000000000001,210.76499999999996,453.9300000000002
13,685.0999999999999,238.76499999999993,477.99
14,624.0,255.61499999999995,505.61499999999984
15,566.8000000000001,273.265,533.6650000000002
16,512.1999999999999,283.5149999999999,561.845
17,456.3,290.68499999999995,593.2049999999998
18,393.9,303.235,624.6849999999998
19,328.9,316.88499999999993,657.245
20,263.9,333.8349999999999,687.7850000000002
21,226.2,326.53499999999985,716.5249999999996
22,191.10000000000002,316.33499999999987,743.6799999999998
23,162.5,307.73499999999996,760.8999999999995
24,133.89999999999998,300.335,776.3200000000002
25,115.7,284.8449999999999,791.8400000000001
26,101.4,262.09499999999986,806.7699999999998
27,75.39999999999999,251.8949999999999,820.8100000000002
28,63.7,234.94499999999985,831.6050000000002
29,58.5,214.8949999999999,835.1149999999998
30,50.7,197.64499999999992,838.325
31,39.0,185.44499999999988,841.6850000000003
32,39.0,161.04499999999993,845.2549999999999
33,39.0,141.2449999999999,844.6250000000002
34,39.0,123.24499999999988,842.0450000000006
35,39.0,106.99499999999989,837.815
36,39.0,92.54500000000002,831.7850000000002
37,39.0,79.89500000000002,824.5649999999996
38,39.0,67.29500000000003,817.425
39,39.0,56.195000000000064,808.7850000000002
40,39.0,46.2,799.0949999999996
41,39.0,37.45,788.6049999999999
42,39.0,30.799999999999972,776.455
43,39.0,25.399999999999974,762.9549999999998
44,39.0,20.95500000000001,748.9350000000001
45,39.0,17.355000000000008,734.0550000000001
46,39.0,13.75500000000002,719.175
47,39.0,10.155000000000022,704.435
48,39.0,7.304999999999997,691.7449999999999
49,39.0,5.504999999999997,678.0050000000001
50,39.0,3.704999999999997,664.2650000000001
51,39.0,1.904999999999997,650.875
52,39.0,0.2049999999999999,637.5550000000001
53,39.0,0.2049999999999999,622.69
54,39.0,0.2049999999999999,608.4099999999999
55,39.0,0.2049999999999999,594.1300000000001
56,39.0,0.2049999999999999,579.85
57,39.0,0.2049999999999999,565.5699999999999
58,39.0,0.2049999999999999,551.2900000000001
59,39.0,0.2049999999999999,537.0099999999999
60,39.0,0.2049999999999999,522.8999999999999
0,1560.0,0.0,0.0
1,1522.3000000000002,0.14500000000000005,29.0
2,1446.9,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.0999999999997,74.09500000000003,144.70999999999998
5,1220.6999999999998,97.295,184.73000000000008
6,1149.2000000000003,116.59500000000003,224.75
7,1075.1000000000006,136.845,266.0349999999999
8,999.6999999999999,160.49499999999995,305.1849999999999
9,952.9,150.92499999999998,347.1849999999997
10,891.7999999999998,158.725,390.565
11,828.1,162.57500000000002,435.44499999999994
12,768.3000000000002,178.97499999999997,464.325
13,700.7,205.67999999999992,488.9650000000001
14,633.0999999999998,234.63,513.8349999999998
15,559.0000000000001,266.72999999999996,539.3700000000002
16,497.9,294.78,559.6199999999999
17,461.49999999999994,293.75499999999994,584.9699999999998
18,416.0,290.5599999999999,614.745
19,354.90000000000003,296.46,649.0150000000003
20,310.70000000000005,297.85999999999996,683.8150000000002
21,250.9,302.50999999999993,718.5949999999997
22,224.89999999999998,284.16,750.3050000000002
23,206.7,264.15999999999985,767.4649999999998
24,187.2,249.00999999999988,780.4249999999996
25,165.1,241.3599999999999,789.6350000000002
26,149.5,225.31999999999988,799.2449999999999
27,124.79999999999998,216.7199999999999,810.2850000000001
28,98.8,211.96999999999986,818.7750000000002
29,76.7,208.66999999999987,827.1149999999999
30,63.7,188.57499999999982,837.8050000000002
31,50.7,172.1249999999999,844.6750000000004
32,39.0,160.7249999999999,850.9849999999998
33,39.0,134.87499999999986,855.0950000000004
34,39.0,109.67499999999988,858.5400000000004
35,39.0,88.6249999999999,858.2699999999998
36,39.0,70.8750000000001,855.0800000000004
37,39.0,55.780000000000115,849.7499999999994
38,39.0,42.680000000000085,842.7899999999996
39,39.0,34.07999999999996,831.3300000000005
40,39.0,29.484999999999953,815.8199999999996
41,39.0,26.239999999999952,798.9599999999999
42,39.0,24.43999999999995,780.6550000000002
43,39.0,22.63999999999995,762.715
44,39.0,20.839999999999954,744.7750000000002
45,39.0,19.039999999999953,726.8349999999999
46,39.0,17.239999999999952,708.8949999999995
47,39.0,15.440000000000037,691.1750000000003
48,39.0,13.640000000000038,678.175
49,39.0,11.840000000000037,665.2749999999999
50,39.0,10.040000000000038,652.375
51,39.0,8.240000000000038,639.8249999999999
52,39.0,6.439999999999995,627.345
53,39.0,4.639999999999995,614.865
54,39.0,2.839999999999995,602.3849999999998
55,39.0,1.0399999999999994,589.9050000000003
56,39.0,0.2399999999999999,576.8500000000001
57,39.0,0.2399999999999999,562.9899999999998
58,39.0,0.2399999999999999,549.3900000000001
59,39.0,0.2399999999999999,535.9700000000001
60,39.0,0.2399999999999999,522.9499999999999
0,1560.0,0.0,0.0
1,1522.3000000000006,0.14500000000000005,29.0
2,1446.9000000000003,27.69499999999998,64.66999999999996
3,1371.5,50.89500000000001,104.69
4,1296.0999999999997,74.09500000000003,144.70999999999998
5,1220.6999999999996,97.295,184.73000000000008
6,1145.3000000000002,120.49500000000002,224.75
7,1069.9000000000005,143.69500000000002,264.7699999999999
8,994.5,166.89499999999995,304.7899999999999
9,943.7999999999998,158.92000000000002,349.8099999999998
10,869.6999999999999,172.57000000000005,395.9799999999999
11,794.3,186.77,442.89999999999986
12,729.3000000000001,202.06999999999994,478.62
13,665.5999999999999,220.26999999999995,510.30000000000007
14,610.9999999999999,223.61999999999998,545.7449999999999
15,555.1000000000001,230.22,583.185
16,503.09999999999997,232.71999999999994,616.64
17,456.2999999999999,222.815,654.375
18,392.6,230.86499999999992,690.9799999999999
19,327.59999999999997,241.11999999999992,726.1500000000002
20,279.50000000000006,233.41999999999996,762.0450000000002
21,219.7,246.11999999999992,795.1399999999998
22,201.5,214.21999999999997,827.2999999999998
23,185.89999999999998,195.46999999999994,841.0099999999996
24,166.4,183.61999999999986,850.52
25,154.70000000000002,165.0749999999999,858.63
26,137.79999999999998,153.3249999999999,865.02
27,119.60000000000001,142.7249999999999,871.56
28,109.19999999999999,132.7249999999999,872.7000000000002
29,89.7,131.5299999999998,870.9550000000003
30,67.60000000000001,132.52999999999986,869.8450000000003
31,59.8,118.87999999999985,869.0350000000002
32,45.5,112.42999999999985,869.0249999999999
33,39.0,101.72999999999983,864.5850000000002
34,39.0,87.87999999999984,856.6950000000004
35,39.0,75.27999999999989,847.4549999999999
36,39.0,63.080000000000105,837.9150000000003
37,39.0,52.280000000000086,827.3949999999996
38,39.0,42.43500000000009,816.2949999999998
39,39.0,35.7350000000001,802.1949999999998
40,39.0,30.334999999999958,786.6149999999999
41,39.0,24.93499999999996,771.4350000000001
42,39.0,19.889999999999965,755.955
43,39.0,16.289999999999964,738.975
44,39.0,12.690000000000035,721.9950000000003
45,39.0,9.090000000000037,705.2750000000002
46,39.0,6.789999999999995,687.5149999999996
47,39.0,4.989999999999995,669.315
48,39.0,3.189999999999995,654.3149999999998
49,39.0,1.389999999999995,639.3149999999999
50,39.0,0.23999999999999988,623.7149999999998
51,39.0,0.23999999999999988,606.915
52,39.0,0.23999999999999988,590.1149999999999
53,39.0,0.23999999999999988,573.315
54,39.0,0.23999999999999988,556.5149999999999
55,39.0,0.23999999999999988,540.0
56,39.0,0.23999999999999988,524.04
57,39.0,0.23999999999999988,508.0799999999998
58,39.0,0.23999999999999988,492.1200000000002
59,39.0,0.23999999999999988,476.16
60,39.0,0.23999999999999988,460.4
61,39.0,0.23999999999999988,444.8600000000001
62,39.0,0.23999999999999988,429.32000000000005
63,39.0,0.23999999999999988,413.8399999999999
64,39.0,0.23999999999999988,399.55999999999995
65,39.0,0.23999999999999988,385.2800000000001
66,39.0,0.23999999999999988,371.59999999999997
67,39.0,0.23999999999999988,358.98
68,39.0,0.23999999999999988,347.1800000000001
69,39.0,0.23999999999999988,335.68
70,39.0,0.23999999999999988,324.34
71,39.0,0.23999999999999988,313.00000000000006
72,39.0,0.23999999999999988,301.65999999999997
73,39.0,0.23999999999999988,290.32000000000005
74,39.0,0.23999999999999988,278.9799999999999
75,39.0,0.23999999999999988,267.80000000000007
76,39.0,0.23999999999999988,257.3
77,39.0,0.23999999999999988,246.79999999999995
78,39.0,0.23999999999999988,236.44
79,39.0,0.23999999999999988,226.35999999999999
80,39.0,0.23999999999999988,216.60500000000005
81,39.0,0.23999999999999988,206.94499999999996
82,39.0,0.23999999999999988,197.28500000000003
83,39.0,0.23999999999999988,187.625
84,39.0,0.23999999999999988,177.96499999999997
85,39.0,0.23999999999999988,168.305
86,39.0,0.23999999999999988,158.64499999999995
87,39.0,0.23999999999999988,149.00500000000008
88,39.0,0.23999999999999988,140.18
89,39.0,0.23999999999999988,131.36000000000004
90,39.0,0.23999999999999988,122.54000000000002
91,39.0,0.23999999999999988,113.89000000000001
92,39.0,0.23999999999999988,105.48999999999997
93,39.0,0.23999999999999988,97.08999999999997
94,39.0,0.23999999999999988,91.55
95,39.0,0.23999999999999988,87.76999999999998
96,39.0,0.23999999999999988,83.99
97,39.0,0.23999999999999988,80.35499999999999
98,39.0,0.23999999999999988,76.995
99,39.0,0.23999999999999988,73.635
100,39.0,0.23999999999999988,70.275
0,1560.0,0.0,0.0
1,1522.3000000000004,0.29000000000000026,29.0
2,1446.8999999999999,27.840000000000018,64.66999999999996
3,1371.5,51.03999999999999,104.69
4,1296.1,74.24000000000002,144.70999999999998
5,1220.6999999999996,97.44,184.73000000000008
6,1145.3000000000002,120.63999999999993,224.75
7,1069.9000000000005,143.83999999999995,264.7699999999999
8,994.5,167.04,304.7899999999999
9,946.3999999999999,153.91,351.8099999999998
10,870.9999999999998,165.56000000000003,400.4399999999999
11,807.3000000000002,169.66,450.11999999999983
12,754.0000000000002,182.02,482.05
13,699.4,194.67,510.3250000000001
14,647.4,200.67000000000004,541.4599999999999
15,591.5000000000001,206.51,574.5699999999999
16,531.6999999999999,217.86,604.4549999999999
17,483.6,228.9,632.2049999999997
18,443.3,219.28,661.0599999999998
19,388.7,231.19000000000003,686.2900000000001
20,349.7,231.13,708.0699999999998
21,310.70000000000005,231.28,725.4999999999997
22,270.4,235.04,740.6800000000003
23,240.49999999999997,235.15000000000006,752.96
24,215.8,228.35000000000002,765.7850000000001
25,187.20000000000002,224.47,777.0050000000003
26,161.2,222.56000000000003,784.9250000000002
27,145.60000000000002,207.53,792.6450000000001
28,111.8,208.87,801.951
29,85.8,205.72,809.301
30,76.7,185.58,817.032
31,74.1,160.79,822.3720000000001
32,70.2,141.92000000000002,823.0619999999998
33,65.0,125.67000000000002,822.2520000000003
34,59.8,110.59,820.392
35,54.6,97.31000000000002,816.7319999999997
36,49.4,85.65,811.4220000000001
37,44.199999999999996,76.45000000000002,803.8279999999997
38,39.0,68.55000000000003,796.3879999999997
39,39.0,54.150000000000006,788.948
40,39.0,40.709999999999994,780.608
41,39.0,31.080000000000013,768.5179999999999
42,39.0,23.700000000000014,754.1779999999999
43,39.0,19.650000000000013,736.738
44,39.0,16.049999999999994,718.9180000000003
45,39.0,12.44999999999999,701.0979999999998
46,39.0,8.84999999999999,683.4179999999996
47,39.0,5.249999999999992,666.2489999999997
48,39.0,1.6500000000000004,653.4689999999997
49,39.0,0.4800000000000003,638.6419999999997
50,39.0,0.4800000000000003,622.6819999999999
51,39.0,0.4800000000000003,606.7219999999999
52,39.0,0.4800000000000003,590.8739999999997
53,39.0,0.4800000000000003,575.3339999999998
54,39.0,0.4800000000000003,559.7939999999998
55,39.0,0.4800000000000003,544.2539999999997
56,39.0,0.4800000000000003,528.7139999999997
57,39.0,0.4800000000000003,513.1739999999996
58,39.0,0.4800000000000003,497.63399999999973
59,39.0,0.4800000000000003,482.09399999999977
60,39.0,0.4800000000000003,466.8969999999997
61,39.0,0.4800000000000003,452.1969999999996
62,39.0,0.4800000000000003,437.7069999999996
63,39.0,0.4800000000000003,423.42699999999985
64,39.0,0.4800000000000003,409.14699999999965
65,39.0,0.4800000000000003,394.8669999999997
66,39.0,0.4800000000000003,381.04899999999986
67,39.0,0.4800000000000003,368.1409999999998
68,39.0,0.4800000000000003,355.54099999999994
69,39.0,0.4800000000000003,343.20699999999994
70,39.0,0.4800000000000003,331.0270000000001
71,39.0,0.4800000000000003,318.847
72,39.0,0.4800000000000003,306.8419999999999
73,39.0,0.4800000000000003,295.08200000000005
74,39.0,0.4800000000000003,283.707
75,39.0,0.4800000000000003,272.45099999999996
76,39.0,0.4800000000000003,261.825
77,39.0,0.4800000000000003,251.59100000000004
78,39.0,0.4800000000000003,241.651
